image,truth,easyocr:original,easyocr:gray,easyocr:gray_clahe,easyocr:gray_bilateral,easyocr:gray_median3,easyocr:gray_gauss3,easyocr:unsharp,easyocr:thresh_otsu,easyocr:thresh_adapt_mean,easyocr:thresh_adapt_gauss,easyocr:morph_open,easyocr:morph_close,easyocr:gamma_0.8,easyocr:gamma_1.2,easyocr:contrast_up,easyocr:bright_up,easyocr:denoise,easyocr:upscale_2x,easyocr:upscale_3x,pytesseract:original,pytesseract:gray,pytesseract:clahe,pytesseract:otsu,pytesseract:adapt_mean,pytesseract:adapt_gauss,pytesseract:gamma_0.8,pytesseract:gamma_1.2,pytesseract:contrast_up,pytesseract:bright_up,pytesseract:upscale_2x,paddleocr:original,paddleocr:gray,paddleocr:gray_clahe,paddleocr:gray_bilateral,paddleocr:gray_median3,paddleocr:gray_gauss3,paddleocr:unsharp,paddleocr:thresh_otsu,paddleocr:thresh_adapt_mean,paddleocr:thresh_adapt_gauss,paddleocr:morph_open,paddleocr:morph_close,paddleocr:gamma_0.8,paddleocr:gamma_1.2,paddleocr:contrast_up,paddleocr:bright_up,paddleocr:denoise,paddleocr:upscale_2x,paddleocr:upscale_3x,openai_vision:upscale_2x
47.png,KPA9789,0.278,0.316,0.300,0.350,0.316,0.316,0.316,0.333,0.222,0.059,0.316,0.389,0.300,0.333,0.300,0.389,0.368,0.316,0.238,0.714,0.000,0.091,0.000,0.000,0.125,0.667,0.667,0.750,1.000,0.083,0.333,0.333,0.333,0.286,0.333,0.333,0.333,0.333,0.238,0.318,0.333,0.333,0.318,0.333,0.333,0.286,0.333,0.211,0.211,1.000
5.png,OMF1647,0.857,0.857,0.857,0.714,0.857,0.857,0.857,0.857,0.714,0.429,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,1.000,1.000,1.000,1.000,0.857,1.000,1.000,1.000,1.000,1.000,1.000,0.143,0.143,1.000,0.714,0.143,0.143,0.143,0.857,0.714,0.857,0.143,0.143,0.143,0.143,0.143,0.857,0.143,0.143,0.143,1.000
50.png,KDAZ700,0.111,0.167,0.176,0.059,0.158,0.125,0.158,0.133,0.100,0.000,0.211,0.111,0.150,0.133,0.133,0.000,0.235,0.071,0.067,0.083,0.083,0.080,0.080,0.077,0.000,0.077,0.080,0.091,0.091,0.087,0.100,0.143,0.143,0.125,0.105,0.143,0.111,0.111,0.154,0.087,0.133,0.105,0.133,0.143,0.118,0.111,0.143,0.118,0.111,1.000
51.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.200,0.000,0.200,0.400,0.200,0.200,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.136
55.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.143,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
59.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
6.png,HNX7945,1.000,1.000,1.000,0.875,1.000,1.000,1.000,0.750,1.000,0.875,1.000,0.875,0.875,0.875,0.875,0.875,1.000,1.000,1.000,0.000,0.000,0.500,0.000,0.857,1.000,1.000,0.625,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000
60.png,MHM5297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
61.png,HJR9304,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.286,0.857,1.000,1.000,0.571,1.000,1.000,0.143,1.000,0.571,1.000,1.000,0.714,0.455,0.857,0.143,0.462,0.714,0.286,0.571,0.000,0.857,0.714,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.143,1.000,1.000,1.000,0.000,1.000,1.000,0.857,1.000,1.000,1.000,1.000,1.000
62.png,HET6663,0.857,0.571,0.714,0.429,0.429,0.429,0.571,0.571,0.714,0.857,0.571,0.571,0.429,0.571,0.714,0.714,0.714,0.857,0.714,0.429,0.429,0.714,0.429,0.571,0.571,0.000,0.429,0.429,0.429,0.429,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.000,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,1.000
65.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
66.png,BRB427A,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.429,0.143,0.000,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,1.000
77.png,HLP34DZ,0.143,0.571,0.429,0.286,0.429,0.429,0.714,0.000,0.000,0.000,0.571,0.429,0.000,0.143,0.714,0.143,0.000,0.143,0.143,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.286,0.286,0.714,0.286,0.714,0.000,0.286,0.000,0.286,0.429,0.714,0.714,0.000,0.714,0.714,0.714,0.000,0.714,0.714,1.000
82.png,QPO0716,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.429,0.286,0.750,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.857,0.857,0.571,0.571,0.286,0.571,0.857,0.857,0.857,0.857,0.714,0.286,0.286,0.000,0.143,0.286,0.286,0.571,0.714,0.714,0.714,0.286,0.286,0.286,0.571,0.571,0.286,0.286,0.143,0.143,1.000
84.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
9.png,EMPTY,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.200,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
